x;0.100000;0.182500;0.265000;0.347500;0.430000;0.512500;0.595000;0.677500;0.760000;0.842500;0.925000;1.007500;1.090000;1.172500;1.255000;1.337500;1.420000;1.502500;1.585000;1.667500;1.750000;1.832500;1.915000;1.997500;2.080000;2.162500;2.245000;2.327500;2.410000;2.492500;2.575000;2.657500;2.740000;2.822500;2.905000;2.987500;3.070000;3.152500;3.235000;3.317500;3.400000;3.482500;3.565000;3.647500;3.730000;3.812500;3.895000;3.977500;4.060000;4.142500;4.225000;4.307500;4.390000;4.472500;4.555000;4.637500;4.720000;4.802500;4.885000;4.967500;5.050000;5.132500;5.215000;5.297500;5.380000;5.462500;5.545000;5.627500;5.710000;5.792500;5.875000;5.957500;6.040000;6.122500;6.205000;6.287500;6.370000;6.452500;6.535000;6.617500;6.700000;6.782500;6.865000;6.947500;7.030000;7.112500;7.195000;7.277500;7.360000;7.442500;7.525000;7.607500;7.690000;7.772500;7.855000;7.937500;8.020000;8.102500;8.185000;8.267500;8.350000;8.432500;8.515000;8.597500;8.680000;8.762500;8.845000;8.927500;9.010000;9.092500;9.175000;9.257500;9.340000;9.422500;9.505000;9.587500;9.670000;9.752500;9.835000;9.917500
y;1.438394;1.538456;1.511692;1.481122;1.464212;1.478322;1.595308;1.545812;1.535398;1.494588;1.494146;1.523654;1.481976;1.512458;1.484970;1.436834;1.410050;1.466058;1.560752;1.475804;1.453646;1.441020;1.537258;1.413724;1.377412;1.417284;1.433326;1.465300;1.441282;1.380320;1.424052;1.433920;1.367232;1.382754;1.352100;1.376794;1.425848;1.396400;1.421542;1.416216;1.358962;1.339670;1.358508;1.327628;1.320508;1.364586;1.354432;1.377142;1.403690;1.284180;1.359152;1.316200;1.342704;1.330182;1.312896;1.315590;1.267890;1.311574;1.267156;1.286336;1.334794;1.276564;1.340098;1.293744;1.242878;1.273234;1.261326;1.259078;1.264168;1.244240;1.313568;1.225704;1.278750;1.228834;1.276624;1.232416;1.292310;1.297020;1.303578;1.279118;1.261250;1.278330;1.282618;1.235226;1.241374;1.246046;1.228066;1.245464;1.260864;1.275284;1.279992;1.267450;1.239546;1.271360;1.264226;1.268274;1.247882;1.280086;1.262620;1.258764;1.274266;1.245466;1.245432;1.257382;1.255412;1.267322;1.281522;1.235866;1.291592;1.270968;1.257376;1.257924;1.256154;1.295476;1.254718;1.320796;1.223446;1.234686;1.231690;1.257680
std;0.662804;0.711031;0.717676;0.699051;0.629405;0.648369;0.727758;0.695731;0.745962;0.668696;0.679539;0.700255;0.670441;0.680495;0.685474;0.669658;0.636849;0.660279;0.714981;0.680302;0.668795;0.634499;0.700317;0.636481;0.612670;0.631064;0.659550;0.682375;0.627385;0.606185;0.639753;0.626812;0.578108;0.611377;0.591701;0.579566;0.645583;0.603459;0.654972;0.618485;0.578847;0.564303;0.594740;0.572454;0.554486;0.602285;0.592424;0.591468;0.609525;0.534320;0.578050;0.549390;0.567297;0.553323;0.546158;0.542514;0.532335;0.550498;0.498505;0.512554;0.561924;0.520838;0.583462;0.535838;0.493559;0.519285;0.515522;0.491191;0.517907;0.497480;0.543436;0.467425;0.521272;0.479104;0.505900;0.472837;0.518418;0.540499;0.520467;0.517462;0.510864;0.530357;0.529023;0.472325;0.487664;0.482915;0.475352;0.499263;0.518399;0.529043;0.518000;0.505356;0.487036;0.535477;0.515335;0.501832;0.498703;0.504593;0.507676;0.493296;0.525970;0.472356;0.497935;0.493239;0.493061;0.506321;0.518891;0.469937;0.524414;0.532744;0.505028;0.504927;0.500523;0.534238;0.496267;0.546785;0.476787;0.480096;0.468574;0.497068
