x;0.100000;1.973750;3.847500;5.721250;7.595000;9.468750;11.342500;13.216250;15.090000;16.963750;18.837500;20.711250;22.585000;24.458750;26.332500;28.206250;30.080000;31.953750;33.827500;35.701250;37.575000;39.448750;41.322500;43.196250;45.070000;46.943750;48.817500;50.691250;52.565000;54.438750;56.312500;58.186250;60.060000;61.933750;63.807500;65.681250;67.555000;69.428750;71.302500;73.176250;75.050000;76.923750;78.797500;80.671250;82.545000;84.418750;86.292500;88.166250;90.040000;91.913750;93.787500;95.661250;97.535000;99.408750;101.282500;103.156250;105.030000;106.903750;108.777500;110.651250;112.525000;114.398750;116.272500;118.146250;120.020000;121.893750;123.767500;125.641250;127.515000;129.388750;131.262500;133.136250;135.010000;136.883750;138.757500;140.631250;142.505000;144.378750;146.252500;148.126250
y;-0.232410;-0.224996;-0.257960;-0.242359;-0.239342;-0.224776;-0.255067;-0.259205;-0.333817;-0.342116;-0.479049;-0.310812;0.054846;0.051315;0.047397;0.043489;0.040219;0.034611;0.031806;0.026855;0.025348;0.016590;0.009509;0.007814;0.002539;0.003395;0.001623;0.002235;0.000726;0.001042;-0.001473;-0.001129;-0.000754;-0.000595;-0.000432;0.000469;-0.000150;-0.000225;-0.000214;-0.000526;-0.002542;-0.002028;-0.002101;-0.000236;-0.001348;-0.001015;-0.002992;-0.001608;-0.000401;-0.000830;-0.003670;-0.001857;-0.001128;-0.001870;-0.001532;-0.000709;-0.002179;-0.002295;-0.002228;-0.000465;0.000913;-0.000280;-0.001506;-0.000900;-0.000350;-0.001401;-0.002529;-0.001362;-0.002196;-0.002359;-0.003072;0.001355;-0.000465;-0.000142;-0.002261;-0.000718;-0.001835;0.000366;-0.002502;-0.001316
std;0.007096;0.010419;0.008738;0.018226;0.011492;0.011706;0.018913;0.009299;0.024362;0.023837;0.024372;0.055299;0.017833;0.019594;0.017947;0.017292;0.017604;0.018258;0.018964;0.018402;0.019184;0.017138;0.019232;0.018341;0.018183;0.018745;0.017902;0.017888;0.018033;0.019324;0.017956;0.018346;0.018839;0.018161;0.018882;0.017891;0.018040;0.018075;0.018748;0.017987;0.017678;0.017366;0.018351;0.018840;0.017658;0.019021;0.017852;0.018044;0.018575;0.017080;0.017503;0.018522;0.018081;0.018049;0.018087;0.018062;0.017414;0.018263;0.018929;0.018501;0.018815;0.018628;0.017745;0.018092;0.019097;0.017814;0.018499;0.017492;0.017712;0.018366;0.018677;0.017888;0.017234;0.018130;0.017798;0.018606;0.019092;0.017294;0.018394;0.018310
