x;0.100000;0.199000;0.298000;0.397000;0.496000;0.595000;0.694000;0.793000;0.892000;0.991000;1.090000;1.189000;1.288000;1.387000;1.486000;1.585000;1.684000;1.783000;1.882000;1.981000;2.080000;2.179000;2.278000;2.377000;2.476000;2.575000;2.674000;2.773000;2.872000;2.971000;3.070000;3.169000;3.268000;3.367000;3.466000;3.565000;3.664000;3.763000;3.862000;3.961000;4.060000;4.159000;4.258000;4.357000;4.456000;4.555000;4.654000;4.753000;4.852000;4.951000;5.050000;5.149000;5.248000;5.347000;5.446000;5.545000;5.644000;5.743000;5.842000;5.941000;6.040000;6.139000;6.238000;6.337000;6.436000;6.535000;6.634000;6.733000;6.832000;6.931000;7.030000;7.129000;7.228000;7.327000;7.426000;7.525000;7.624000;7.723000;7.822000;7.921000;8.020000;8.119000;8.218000;8.317000;8.416000;8.515000;8.614000;8.713000;8.812000;8.911000;9.010000;9.109000;9.208000;9.307000;9.406000;9.505000;9.604000;9.703000;9.802000;9.901000
y;91.697970;82.888567;93.316410;90.171490;90.353623;90.712433;90.687097;93.901010;92.724580;93.038923;92.156450;90.676660;88.961167;92.872597;93.579000;92.948153;94.708650;94.151997;92.682613;95.145233;92.434270;91.543680;92.397707;94.748253;91.694943;94.062330;93.356710;93.296640;94.761870;93.344867;95.048990;92.998547;94.324643;92.957847;96.818027;94.229943;93.602970;95.229883;95.247020;95.218630;95.176453;95.692667;95.518220;94.596583;94.544497;95.663100;95.247687;96.111947;94.601843;95.147123;95.276440;94.843537;96.211193;95.590710;96.503223;94.798220;96.336603;94.290577;95.421293;95.499950;96.553490;96.028743;95.175870;95.714410;95.727783;94.588167;96.156083;95.879003;95.680990;95.612743;97.133687;95.431193;94.669397;95.689227;95.385657;97.514577;95.373853;96.153897;97.038370;96.204803;96.820497;95.343833;95.868050;96.247133;95.779910;96.456647;94.242287;95.109063;95.152607;97.053383;97.003503;95.505277;95.399010;95.701303;95.905130;97.096617;96.248167;96.280630;94.313310;96.575297
std;26.763453;31.543540;24.039985;28.922688;28.721574;28.223774;28.268711;22.954324;25.094429;24.608599;26.032583;28.311258;30.567794;24.853498;23.581760;24.674284;21.446072;22.485511;25.168045;20.480672;25.695122;27.055984;25.701237;21.410415;26.801446;22.828516;24.036807;24.250413;21.411826;24.159915;20.830057;24.799875;22.325961;24.878849;16.517968;22.499094;23.749081;20.517926;20.493867;20.608368;20.603649;19.450899;19.891581;21.885579;22.002296;19.590797;20.582476;18.585079;21.876512;20.840483;20.510483;21.458657;18.399715;19.828340;17.628715;21.618437;18.091083;22.593742;20.278583;20.129305;17.578360;18.837505;20.884861;19.579035;19.540092;22.077610;18.571899;19.216661;19.665369;19.878830;15.924821;20.252009;21.848432;19.753267;20.384622;14.832780;20.371517;18.585792;16.271893;18.428278;16.800216;20.451297;19.290283;18.357869;19.442795;17.825901;22.756195;20.991722;20.862379;16.199324;16.363466;20.116147;20.332693;19.679968;19.166613;16.081824;18.313231;18.315192;22.576731;17.548686
