x;0.100000;0.366000;0.632000;0.898000;1.164000;1.430000;1.696000;1.962000;2.228000;2.494000;2.760000;3.026000;3.292000;3.558000;3.824000;4.090000;4.356000;4.622000;4.888000;5.154000;5.420000;5.686000;5.952000;6.218000;6.484000;6.750000;7.016000;7.282000;7.548000;7.814000;8.080000;8.346000;8.612000;8.878000;9.144000;9.410000;9.676000;9.942000;10.208000;10.474000;10.740000;11.006000;11.272000;11.538000;11.804000;12.070000;12.336000;12.602000;12.868000;13.134000;13.400000;13.666000;13.932000;14.198000;14.464000;14.730000;14.996000;15.262000;15.528000;15.794000;16.060000;16.326000;16.592000;16.858000;17.124000;17.390000;17.656000;17.922000;18.188000;18.454000;18.720000;18.986000;19.252000;19.518000;19.784000;20.050000;20.316000;20.582000;20.848000;21.114000;21.380000;21.646000;21.912000;22.178000;22.444000;22.710000;22.976000;23.242000;23.508000;23.774000;24.040000;24.306000;24.572000;24.838000;25.104000;25.370000;25.636000;25.902000;26.168000;26.434000;26.700000;26.966000;27.232000;27.498000;27.764000;28.030000;28.296000;28.562000;28.828000;29.094000;29.360000;29.626000;29.892000;30.158000;30.424000;30.690000;30.956000;31.222000;31.488000;31.754000;32.020000;32.286000;32.552000;32.818000;33.084000;33.350000;33.616000;33.882000;34.148000;34.414000;34.680000;34.946000;35.212000;35.478000;35.744000;36.010000;36.276000;36.542000;36.808000;37.074000;37.340000;37.606000;37.872000;38.138000;38.404000;38.670000;38.936000;39.202000;39.468000;39.734000
y;-30241.362225;-30116.872645;-30069.476030;-29905.181563;-30215.238392;-30034.688162;-30167.717290;-30152.616213;-30416.312140;-30405.226077;-30203.200345;-29936.704173;-29930.943670;-29898.503185;-29822.630080;-30099.529975;-30006.251163;-29896.964255;-29679.789212;-30095.929993;-30201.477140;-29910.868882;-29781.513980;-29912.031160;-29922.496348;-29821.843135;-29863.383392;-29750.294473;-30140.558275;-29727.436240;-29982.782380;-29985.162715;-29729.273350;-30000.322370;-29945.018413;-30147.258067;-30025.137622;-29803.726963;-29741.029500;-30090.290275;-29838.104925;-29832.093730;-30143.154770;-29986.762253;-29830.293797;-29299.763052;-29961.539200;-29892.907030;-29936.648985;-29900.321175;-30018.193060;-29873.456140;-29609.494355;-29854.910242;-29580.111512;-29619.560578;-29734.829763;-29902.580695;-29832.422298;-21550.329580;-21545.782788;-21532.459967;-21538.840605;-21470.538317;-21526.574427;-21498.627845;-21538.730890;-21442.412770;-21496.374723;-21466.713883;-21465.352827;-15403.622090;-21440.323615;-21417.675348;-21368.133800;-12999.058735;-12971.159677;-12946.307853;-21251.978803;-12912.133852;-12916.440183;-12746.386968;-12863.224250;-12866.426300;-12801.812293;-12819.905633;-12783.317392;-12783.803177;-12757.382107;-11620.019753;-12714.013138;-12673.852133;-6090.399910;-7792.980443;-11980.730788;-12575.048740;-7783.075240;-4672.863315;-4631.035150;-4630.915232;-4616.216190;-4624.147440;-4606.768435;-4635.649667;-4599.540625;-4590.867045;-4595.307937;-4568.617503;-4558.294445;-4543.545720;-4550.785380;-4544.053692;-4519.694600;-4539.198315;-4527.869923;-4517.088602;-4515.889695;-4499.840715;-4504.626700;-4493.580270;-4492.207803;-4487.033487;-4479.706718;-4484.763990;-4473.276773;-4472.731705;-4458.250818;-4468.076905;-4464.000280;-4459.742173;-4455.780042;-4451.555320;-4446.811570;-4437.177897;-4438.022910;-4434.932013;-4432.733700;-4436.509100;-4433.669145;-4425.116945;-4419.526985;-4416.877408;-4420.920735;-4416.228720;-4410.931118;-4405.567675;-4412.215493;-4402.150850;-4395.822727;-4402.732573
std;349.946037;341.673905;387.330311;556.146546;473.793410;497.193874;372.915606;339.561007;254.938282;326.125942;372.053972;420.746539;348.657651;314.362178;340.084575;483.737462;598.894942;344.908022;415.495752;474.602232;330.055999;455.125575;498.342649;339.567517;400.936180;373.320555;560.508335;552.918807;475.211613;500.793594;586.091294;486.021243;399.831935;425.782282;386.381715;243.693816;422.217177;576.620111;353.161995;410.945770;362.209779;584.449649;252.854056;433.007893;604.887010;370.048098;363.986942;648.374775;466.878348;283.328729;435.567949;459.292138;484.066746;317.152292;654.448932;639.927768;286.879186;496.961146;733.510523;68.860026;58.360649;70.771846;61.058603;131.915829;78.978917;106.189753;56.685174;282.647682;93.726756;137.954943;114.468683;3621.200621;120.908342;130.468441;147.689021;255.455204;162.047388;149.938936;258.503622;159.381615;174.092967;797.569307;176.802356;170.137944;178.085883;180.830556;187.232283;183.738301;205.805853;2518.405103;220.260946;203.523440;2789.851142;3767.696523;2026.802291;303.883074;3810.490017;177.748696;159.419392;170.858359;156.138228;181.890082;156.320681;223.235183;167.671979;156.832483;209.507520;147.749814;152.141334;138.378458;149.166981;140.540731;136.242839;142.876348;141.956423;144.015576;138.707227;134.809449;129.128095;132.595974;127.129824;131.710289;127.036034;139.629643;130.406021;125.048372;126.231738;127.123646;126.984947;128.364996;124.981712;126.855845;121.819018;123.024406;120.587973;122.642920;122.053788;120.913215;118.523415;118.517017;118.981110;116.198446;121.902949;116.278103;117.731523;113.258748;118.151676;113.437130;116.299032;118.233270
