x;0.100000;0.207600;0.315200;0.422800;0.530400;0.638000;0.745600;0.853200;0.960800;1.068400;1.176000;1.283600;1.391200;1.498800;1.606400;1.714000;1.821600;1.929200;2.036800;2.144400;2.252000;2.359600;2.467200;2.574800;2.682400;2.790000;2.897600;3.005200;3.112800;3.220400;3.328000;3.435600;3.543200;3.650800;3.758400;3.866000;3.973600;4.081200;4.188800;4.296400;4.404000;4.511600;4.619200;4.726800;4.834400;4.942000;5.049600;5.157200;5.264800;5.372400;5.480000;5.587600;5.695200;5.802800;5.910400;6.018000;6.125600;6.233200;6.340800;6.448400;6.556000;6.663600;6.771200;6.878800;6.986400;7.094000;7.201600;7.309200;7.416800;7.524400;7.632000;7.739600;7.847200;7.954800;8.062400;8.170000;8.277600;8.385200;8.492800;8.600400;8.708000;8.815600;8.923200;9.030800;9.138400;9.246000;9.353600;9.461200;9.568800;9.676400;9.784000;9.891600;9.999200;10.106800;10.214400;10.322000;10.429600;10.537200;10.644800;10.752400;10.860000;10.967600;11.075200;11.182800;11.290400;11.398000;11.505600;11.613200;11.720800;11.828400;11.936000;12.043600;12.151200;12.258800;12.366400;12.474000;12.581600;12.689200;12.796800;12.904400;13.012000;13.119600;13.227200;13.334800;13.442400;13.550000;13.657600;13.765200;13.872800;13.980400;14.088000;14.195600;14.303200;14.410800;14.518400;14.626000;14.733600;14.841200;14.948800;15.056400;15.164000;15.271600;15.379200;15.486800;15.594400;15.702000;15.809600;15.917200;16.024800;16.132400;16.240000;16.347600;16.455200;16.562800;16.670400;16.778000;16.885600;16.993200;17.100800;17.208400;17.316000;17.423600;17.531200;17.638800;17.746400;17.854000;17.961600;18.069200;18.176800;18.284400;18.392000;18.499600;18.607200;18.714800;18.822400;18.930000;19.037600;19.145200;19.252800;19.360400;19.468000;19.575600;19.683200;19.790800;19.898400;20.006000;20.113600;20.221200;20.328800;20.436400;20.544000;20.651600;20.759200;20.866800;20.974400;21.082000;21.189600;21.297200;21.404800;21.512400;21.620000;21.727600;21.835200;21.942800;22.050400;22.158000;22.265600;22.373200;22.480800;22.588400;22.696000;22.803600;22.911200;23.018800;23.126400;23.234000;23.341600;23.449200;23.556800;23.664400;23.772000;23.879600;23.987200;24.094800;24.202400;24.310000;24.417600;24.525200;24.632800;24.740400;24.848000;24.955600;25.063200;25.170800;25.278400;25.386000;25.493600;25.601200;25.708800;25.816400;25.924000;26.031600;26.139200;26.246800;26.354400;26.462000;26.569600;26.677200;26.784800;26.892400
y;0.000000;0.000000;0.000000;0.000000;0.000000;0.000500;0.000000;0.000000;0.002900;0.003500;0.002200;0.005200;0.015900;0.048800;0.059700;0.062700;0.070800;0.122900;0.190800;0.239100;0.283900;0.452000;0.592600;0.489500;0.690900;1.026000;1.168200;1.262200;1.392200;1.613700;2.191900;2.083200;2.178500;2.234600;3.092500;3.464200;3.840000;4.699600;4.642600;4.898200;5.618100;6.996100;6.634000;6.767100;9.781900;8.621000;10.663300;10.887900;11.235400;13.415400;13.477200;16.533000;19.553600;27.928100;31.587200;30.815900;34.507200;34.232200;51.184000;50.159400;86.931700;108.474500;109.907100;113.694700;114.112800;117.952900;120.531100;122.813300;125.532600;127.953400;129.930100;133.478400;134.260300;139.736600;142.269700;145.412600;147.180000;149.586100;154.134800;156.730900;160.933300;163.259400;165.058300;168.987800;172.521800;176.054600;178.750200;182.825200;187.042000;189.437700;194.499000;197.180500;201.909300;208.386500;207.960200;211.212400;214.801500;220.708500;220.920900;226.586000;231.497100;235.131100;239.173800;243.687700;247.419600;252.653200;252.391300;260.860700;263.584200;268.282900;272.736200;274.390300;281.100700;285.658900;288.856100;291.874700;299.584700;301.125600;308.535200;313.207000;315.211300;320.843300;323.023700;330.121700;335.923800;340.393700;342.376800;348.539900;352.965200;358.109900;360.510400;368.917400;372.970900;377.256500;382.539500;387.097100;391.210000;397.490600;401.817700;407.010700;412.951300;417.856500;424.824000;429.836800;432.807100;435.190100;442.625300;447.836200;452.619800;458.040100;463.810500;475.008400;476.639100;482.150400;487.653300;490.145100;496.908900;501.884200;510.800100;515.214900;524.851900;522.507800;531.774400;538.245300;543.508400;548.782100;554.782600;560.232700;562.715500;576.889500;577.776000;581.164600;591.013400;596.618600;603.534000;610.217700;614.346800;623.247800;619.772200;632.357000;643.447000;644.496800;649.307900;657.842900;655.063700;671.808700;673.486700;680.092600;684.503200;693.187800;698.655600;712.845900;717.844800;719.226400;724.021900;730.254400;741.241800;748.133300;754.823700;765.004400;766.191400;768.266700;785.079700;790.372400;799.215900;790.157000;805.803000;822.204400;823.146300;842.460500;836.211400;838.257800;862.925300;861.436200;876.923700;872.245600;869.943500;871.257000;887.233800;894.159900;907.209300;908.718300;904.525700;915.815800;914.537500;918.618400;928.252800;926.862500;936.635800;930.503600;932.491800;939.369800;944.545200;948.250600;951.345000;951.326600;946.190100;957.279900;951.963500;956.676200;959.660900;959.737500;959.018600;963.054600;962.274500;965.074500;967.191600;969.313500;968.340000;968.643500
std;0.000000;0.000000;0.000000;0.000000;0.000000;0.022355;0.000000;0.000000;0.053774;0.059057;0.046853;0.071923;0.125089;0.218217;0.240699;0.248130;0.261892;0.344957;0.436572;0.484697;0.517785;0.702208;0.771119;0.714066;0.836037;1.008526;1.080976;1.148848;1.197322;1.246063;1.453504;1.397096;1.478323;1.442138;1.741075;1.890005;1.954942;2.183154;2.160015;2.217078;2.495807;2.614705;2.524806;2.610605;3.290066;2.913719;3.117232;3.342085;4.044575;3.962101;4.156138;4.133148;5.145107;5.133101;6.024168;6.089648;6.593614;11.015820;22.756066;18.599333;27.595091;15.161799;15.221822;16.038076;16.024009;16.317784;16.999213;16.706288;17.468793;17.878273;18.555048;17.878180;18.805280;18.719424;18.987932;19.421698;19.739352;19.718123;19.757971;20.833754;21.275974;20.593225;22.124740;21.587549;21.980494;21.886960;22.840298;23.427728;22.640239;22.536484;22.943518;24.261177;24.793283;25.563339;24.428819;24.259388;25.286231;26.058629;26.579715;26.386220;26.392033;27.344618;27.546412;29.013548;27.946662;27.762744;28.376011;29.311805;29.608460;29.913012;30.564404;29.991728;30.546276;31.511337;31.934580;29.990792;33.453422;32.992897;32.552449;34.304789;33.724772;34.972892;33.396867;34.231446;35.244024;35.486914;34.938249;36.036598;34.648469;34.831440;35.930966;36.043390;36.613881;37.107041;39.052555;37.436315;38.784555;38.609026;39.658801;38.619808;38.577301;40.359583;41.084455;40.203994;40.301879;40.706938;43.022470;40.655272;43.158374;42.081268;42.092489;41.889843;42.579634;44.570910;43.892235;43.808936;44.061943;44.997273;45.933090;45.043016;45.950910;45.352461;46.710004;46.734458;47.760625;48.633299;48.608350;47.963123;48.207285;49.565900;49.363359;46.995237;49.947751;50.730659;49.714869;50.542031;51.661918;51.340954;53.440929;52.436332;52.810044;55.360370;51.271851;53.779712;52.384973;53.699926;52.728074;54.761629;56.870820;59.033131;55.138027;57.464897;58.996326;56.243929;57.866856;61.480894;59.347394;56.658801;62.450294;58.507825;60.114574;60.756231;58.989941;58.324720;62.934222;61.603975;61.106785;63.471594;60.503260;70.123644;62.886333;62.345242;62.588303;64.395032;61.322603;61.502256;60.875457;60.504173;56.278070;56.794233;58.392954;52.336920;55.220175;50.625008;48.640117;47.274255;49.129701;43.970201;47.866190;49.951224;46.186928;43.161595;41.682331;39.528192;37.752184;36.887189;38.774736;33.946504;39.102110;35.884272;33.682804;36.274393;34.016285;33.758427;32.523086;32.185844;31.053005;29.629837;31.767682;30.364371
