x;0.100000;1.090000;2.080000;3.070000;4.060000;5.050000;6.040000;7.030000;8.020000;9.010000
y;9.719280;9.831870;9.859170;9.802280;9.619700;9.685110;9.613350;9.573290;9.665670;9.545960
std;1.190040;1.186525;1.153385;1.083405;1.095295;1.089300;1.164256;1.140320;1.149954;1.053683
