x;0.100000;1.090000;2.080000;3.070000;4.060000;5.050000;6.040000;7.030000;8.020000;9.010000
y;76.990360;75.064980;83.957560;81.531770;83.966040;85.769910;84.773710;78.729500;83.775670;86.604110
std;38.723777;40.273879;33.515279;36.312002;34.465983;32.444669;33.696569;38.924283;34.651380;31.528816
