x;0.100000;1.090000;2.080000;3.070000;4.060000;5.050000;6.040000;7.030000;8.020000;9.010000
y;-200.000000;-195.730240;-167.509800;-111.750380;-57.695860;-42.306780;-34.605000;-28.601200;-26.361360;-23.458940
std;0.000000;3.927517;13.832690;26.412321;21.167814;17.322266;15.777099;14.747382;15.480901;14.279379
