x;0.100000;1.090000;2.080000;3.070000;4.060000;5.050000;6.040000;7.030000;8.020000;9.010000
y;96.682280;93.383380;80.021140;54.447780;23.141520;15.549700;13.041260;11.908860;11.463340;10.237040
std;2.630744;3.710447;7.126934;15.467908;15.535249;11.868149;9.954777;9.013815;9.002882;7.592784
