x;0.100000;1.090000;2.080000;3.070000;4.060000;5.050000;6.040000;7.030000;8.020000;9.010000
y;4.324120;4.196860;3.600700;3.164230;2.790450;2.881060;2.748250;2.921120;2.824650;2.833720
std;1.724664;1.636956;1.535383;1.325956;1.264199;1.279638;1.183965;1.305488;1.284649;1.302648
