x;0.100000;1.090000;2.080000;3.070000;4.060000;5.050000;6.040000;7.030000;8.020000;9.010000
y;0.000000;2.134880;16.245100;44.124810;71.152070;78.846610;82.697500;85.699400;86.819320;88.270530
std;0.000000;1.963758;6.916345;13.206160;10.583907;8.661133;7.888550;7.373691;7.740451;7.139689
