x;0.100000;1.090000;2.080000;3.070000;4.060000;5.050000;6.040000;7.030000;8.020000;9.010000
y;96.000000;93.000000;80.000000;0.000000;3.000000;1.000000;0.000000;0.000000;1.000000;0.000000
std;2.630744;3.710447;7.126934;56.600739;27.689967;19.499277;16.406456;14.917945;14.513590;12.745308
