k;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
y;1267.0;10961.0;28082.0;44764.0;52672.0;51473.0;43221.0;33113.0;23343.0;15404.0;10072.0;6309.0;3898.0;2553.0;1546.0;944.0;594.0;356.0;220.0;165.0;106.0;69.0;63.0;30.0;25.0;22.0;9.0;17.0;12.0;20.0;10.0;9.0;7.0;2.0;2.0;5.0;2.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0;5.0;3.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;2.0;0.0;3.0;3.0;4.0;1.0;0.0;1.0;0.0;1.0;1.0;3.0;2.0;1.0;1.0;2.0;0.0;0.0;1.0;3.0;1.0;8.0;1.0;1.0;7.0;5.0;17.0;69.0;225.0;568.0;657.0;418.0
