k;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
y;583.0;10629.0;30009.0;48897.0;56813.0;54143.0;43336.0;31617.0;21389.0;13511.0;8182.0;4858.0;2705.0;1567.0;905.0;521.0;278.0;198.0;95.0;62.0;31.0;30.0;15.0;12.0;6.0;9.0;4.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;1.0;3.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;2.0;1.0;1.0;0.0;1.0;4.0;3.0;2.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;5.0;1.0;1.0;2.0;2.0;1.0;4.0;2.0;0.0;2.0;2.0;1.0;17.0;29.0;81.0;200.0;453.0;567.0;909.0;677.0
